anime_id,name,genre,type,episodes,rating,members,genre_id
23273,Shigatsu wa Kimi no Uso,Drama,TV,22,8.92,416397,7
23273,Shigatsu wa Kimi no Uso,Music,TV,22,8.92,416397,21
23273,Shigatsu wa Kimi no Uso,Romance,TV,22,8.92,416397,26
23273,Shigatsu wa Kimi no Uso,School,TV,22,8.92,416397,28
23273,Shigatsu wa Kimi no Uso,Shounen,TV,22,8.92,416397,33
24701,Mushishi Zoku Shou 2nd Season,Adventure,TV,10,8.88,75894,2
24701,Mushishi Zoku Shou 2nd Season,Fantasy,TV,10,8.88,75894,9
24701,Mushishi Zoku Shou 2nd Season,Historical,TV,10,8.88,75894,13
24701,Mushishi Zoku Shou 2nd Season,Mystery,TV,10,8.88,75894,22
24701,Mushishi Zoku Shou 2nd Season,Seinen,TV,10,8.88,75894,30
24701,Mushishi Zoku Shou 2nd Season,Slice of Life,TV,10,8.88,75894,35
24701,Mushishi Zoku Shou 2nd Season,Supernatural,TV,10,8.88,75894,39
12355,Ookami Kodomo no Ame to Yuki,Fantasy,Movie,1,8.84,226193,9
12355,Ookami Kodomo no Ame to Yuki,Slice of Life,Movie,1,8.84,226193,35
1575,Code Geass: Hangyaku no Lelouch,Action,TV,25,8.83,715151,1
1575,Code Geass: Hangyaku no Lelouch,Mecha,TV,25,8.83,715151,19
1575,Code Geass: Hangyaku no Lelouch,Military,TV,25,8.83,715151,20
1575,Code Geass: Hangyaku no Lelouch,School,TV,25,8.83,715151,28
1575,Code Geass: Hangyaku no Lelouch,Sci-Fi,TV,25,8.83,715151,29
1575,Code Geass: Hangyaku no Lelouch,Super Power,TV,25,8.83,715151,38
263,Hajime no Ippo,Comedy,TV,75,8.83,157670,4
263,Hajime no Ippo,Drama,TV,75,8.83,157670,7
263,Hajime no Ippo,Shounen,TV,75,8.83,157670,33
263,Hajime no Ippo,Sports,TV,75,8.83,157670,37
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Action,OVA,4,8.83,129307,1
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Drama,OVA,4,8.83,129307,7
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Historical,OVA,4,8.83,129307,13
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Martial Arts,OVA,4,8.83,129307,18
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Romance,OVA,4,8.83,129307,26
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai,OVA,4,8.83,129307,27
1,Cowboy Bebop,Action,TV,26,8.82,486824,1
1,Cowboy Bebop,Adventure,TV,26,8.82,486824,2
1,Cowboy Bebop,Comedy,TV,26,8.82,486824,4
1,Cowboy Bebop,Drama,TV,26,8.82,486824,7
1,Cowboy Bebop,Sci-Fi,TV,26,8.82,486824,29
1,Cowboy Bebop,Space,TV,26,8.82,486824,36
30276,One Punch Man,Action,TV,12,8.82,552458,1
30276,One Punch Man,Comedy,TV,12,8.82,552458,4
30276,One Punch Man,Parody,TV,12,8.82,552458,23
30276,One Punch Man,Sci-Fi,TV,12,8.82,552458,29
30276,One Punch Man,Seinen,TV,12,8.82,552458,30
30276,One Punch Man,Super Power,TV,12,8.82,552458,38
30276,One Punch Man,Supernatural,TV,12,8.82,552458,39
164,Mononoke Hime,Action,Movie,1,8.81,339556,1
164,Mononoke Hime,Adventure,Movie,1,8.81,339556,2
164,Mononoke Hime,Fantasy,Movie,1,8.81,339556,9
7311,Suzumiya Haruhi no Shoushitsu,Comedy,Movie,1,8.81,240297,4
7311,Suzumiya Haruhi no Shoushitsu,Mystery,Movie,1,8.81,240297,22
7311,Suzumiya Haruhi no Shoushitsu,Romance,Movie,1,8.81,240297,26
7311,Suzumiya Haruhi no Shoushitsu,School,Movie,1,8.81,240297,28
7311,Suzumiya Haruhi no Shoushitsu,Sci-Fi,Movie,1,8.81,240297,29
7311,Suzumiya Haruhi no Shoushitsu,Supernatural,Movie,1,8.81,240297,39
17074,Monogatari Series: Second Season,Comedy,TV,26,8.8,205959,4
17074,Monogatari Series: Second Season,Mystery,TV,26,8.8,205959,22
17074,Monogatari Series: Second Season,Romance,TV,26,8.8,205959,26
17074,Monogatari Series: Second Season,Supernatural,TV,26,8.8,205959,39
17074,Monogatari Series: Second Season,Vampire,TV,26,8.8,205959,41
21939,Mushishi Zoku Shou,Adventure,TV,10,8.8,101351,2
21939,Mushishi Zoku Shou,Fantasy,TV,10,8.8,101351,9
21939,Mushishi Zoku Shou,Historical,TV,10,8.8,101351,13
21939,Mushishi Zoku Shou,Mystery,TV,10,8.8,101351,22
21939,Mushishi Zoku Shou,Seinen,TV,10,8.8,101351,30
21939,Mushishi Zoku Shou,Slice of Life,TV,10,8.8,101351,35
21939,Mushishi Zoku Shou,Supernatural,TV,10,8.8,101351,39
457,Mushishi,Adventure,TV,26,8.78,300030,2
457,Mushishi,Fantasy,TV,26,8.78,300030,9
457,Mushishi,Historical,TV,26,8.78,300030,13
457,Mushishi,Mystery,TV,26,8.78,300030,22
457,Mushishi,Seinen,TV,26,8.78,300030,30
457,Mushishi,Slice of Life,TV,26,8.78,300030,35
457,Mushishi,Supernatural,TV,26,8.78,300030,39
2001,Tengen Toppa Gurren Lagann,Action,TV,27,8.78,562962,1
2001,Tengen Toppa Gurren Lagann,Adventure,TV,27,8.78,562962,2
2001,Tengen Toppa Gurren Lagann,Comedy,TV,27,8.78,562962,4
2001,Tengen Toppa Gurren Lagann,Mecha,TV,27,8.78,562962,19
2001,Tengen Toppa Gurren Lagann,Sci-Fi,TV,27,8.78,562962,29
245,Great Teacher Onizuka,Comedy,TV,43,8.77,268487,4
245,Great Teacher Onizuka,Drama,TV,43,8.77,268487,7
245,Great Teacher Onizuka,School,TV,43,8.77,268487,28
245,Great Teacher Onizuka,Shounen,TV,43,8.77,268487,33
245,Great Teacher Onizuka,Slice of Life,TV,43,8.77,268487,35
32983,Natsume Yuujinchou Go,Drama,TV,13,8.76,38865,7
32983,Natsume Yuujinchou Go,Fantasy,TV,13,8.76,38865,9
32983,Natsume Yuujinchou Go,Shoujo,TV,13,8.76,38865,31
32983,Natsume Yuujinchou Go,Slice of Life,TV,13,8.76,38865,35
32983,Natsume Yuujinchou Go,Supernatural,TV,13,8.76,38865,39
5258,Hajime no Ippo: New Challenger,Comedy,TV,26,8.75,88995,4
5258,Hajime no Ippo: New Challenger,Drama,TV,26,8.75,88995,7
5258,Hajime no Ippo: New Challenger,Shounen,TV,26,8.75,88995,33
5258,Hajime no Ippo: New Challenger,Sports,TV,26,8.75,88995,37
28957,Mushishi Zoku Shou: Suzu no Shizuku,Adventure,Movie,1,8.75,32266,2
28957,Mushishi Zoku Shou: Suzu no Shizuku,Fantasy,Movie,1,8.75,32266,9
28957,Mushishi Zoku Shou: Suzu no Shizuku,Historical,Movie,1,8.75,32266,13
28957,Mushishi Zoku Shou: Suzu no Shizuku,Mystery,Movie,1,8.75,32266,22
28957,Mushishi Zoku Shou: Suzu no Shizuku,Seinen,Movie,1,8.75,32266,30
28957,Mushishi Zoku Shou: Suzu no Shizuku,Slice of Life,Movie,1,8.75,32266,35
28957,Mushishi Zoku Shou: Suzu no Shizuku,Supernatural,Movie,1,8.75,32266,39
11665,Natsume Yuujinchou Shi,Drama,TV,13,8.75,98431,7
11665,Natsume Yuujinchou Shi,Fantasy,TV,13,8.75,98431,9
11665,Natsume Yuujinchou Shi,Shoujo,TV,13,8.75,98431,31
11665,Natsume Yuujinchou Shi,Slice of Life,TV,13,8.75,98431,35
11665,Natsume Yuujinchou Shi,Supernatural,TV,13,8.75,98431,39
431,Howl no Ugoku Shiro,Adventure,Movie,1,8.74,333186,2
431,Howl no Ugoku Shiro,Drama,Movie,1,8.74,333186,7
431,Howl no Ugoku Shiro,Fantasy,Movie,1,8.74,333186,9
431,Howl no Ugoku Shiro,Romance,Movie,1,8.74,333186,26
11741,Fate/Zero 2nd Season,Action,TV,12,8.73,340973,1
11741,Fate/Zero 2nd Season,Fantasy,TV,12,8.73,340973,9
11741,Fate/Zero 2nd Season,Supernatural,TV,12,8.73,340973,39
11741,Fate/Zero 2nd Season,Thriller,TV,12,8.73,340973,40
31757,Kizumonogatari II: Nekketsu-hen,Action,Movie,1,8.73,34347,1
31757,Kizumonogatari II: Nekketsu-hen,Mystery,Movie,1,8.73,34347,22
31757,Kizumonogatari II: Nekketsu-hen,Supernatural,Movie,1,8.73,34347,39
31757,Kizumonogatari II: Nekketsu-hen,Vampire,Movie,1,8.73,34347,41
19,Monster,Drama,TV,74,8.72,247562,7
19,Monster,Horror,TV,74,8.72,247562,14
19,Monster,Mystery,TV,74,8.72,247562,22
19,Monster,Police,TV,74,8.72,247562,24
19,Monster,Psychological,TV,74,8.72,247562,25
19,Monster,Seinen,TV,74,8.72,247562,30
19,Monster,Thriller,TV,74,8.72,247562,40
12365,Bakuman. 3rd Season,Comedy,TV,25,8.71,133620,4
12365,Bakuman. 3rd Season,Drama,TV,25,8.71,133620,7
12365,Bakuman. 3rd Season,Romance,TV,25,8.71,133620,26
12365,Bakuman. 3rd Season,Shounen,TV,25,8.71,133620,33
1535,Death Note,Mystery,TV,37,8.71,1013917,22
1535,Death Note,Police,TV,37,8.71,1013917,24
1535,Death Note,Psychological,TV,37,8.71,1013917,25
1535,Death Note,Supernatural,TV,37,8.71,1013917,39
1535,Death Note,Thriller,TV,37,8.71,1013917,40
32366,Gintama': Aizome Kaori-hen,Comedy,OVA,2,8.69,16947,4
32366,Gintama': Aizome Kaori-hen,Parody,OVA,2,8.69,16947,23
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Action,TV,25,8.68,176475,1
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Comedy,TV,25,8.68,176475,4
30654,Ansatsu Kyoushitsu (TV) 2nd Season,School,TV,25,8.68,176475,28
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Shounen,TV,25,8.68,176475,33
20583,Haikyuu!!,Comedy,TV,25,8.68,284498,4
20583,Haikyuu!!,Drama,TV,25,8.68,284498,7
20583,Haikyuu!!,School,TV,25,8.68,284498,28
20583,Haikyuu!!,Shounen,TV,25,8.68,284498,33
20583,Haikyuu!!,Sports,TV,25,8.68,284498,37
19647,Hajime no Ippo: Rising,Comedy,TV,25,8.68,66756,4
19647,Hajime no Ippo: Rising,Drama,TV,25,8.68,66756,7
19647,Hajime no Ippo: Rising,Shounen,TV,25,8.68,66756,33
19647,Hajime no Ippo: Rising,Sports,TV,25,8.68,66756,37
4282,Kara no Kyoukai 5: Mujun Rasen,Action,Movie,1,8.68,111074,1
4282,Kara no Kyoukai 5: Mujun Rasen,Drama,Movie,1,8.68,111074,7
4282,Kara no Kyoukai 5: Mujun Rasen,Mystery,Movie,1,8.68,111074,22
4282,Kara no Kyoukai 5: Mujun Rasen,Romance,Movie,1,8.68,111074,26
4282,Kara no Kyoukai 5: Mujun Rasen,Supernatural,Movie,1,8.68,111074,39
4282,Kara no Kyoukai 5: Mujun Rasen,Thriller,Movie,1,8.68,111074,40
10379,Natsume Yuujinchou San,Drama,TV,13,8.67,102322,7
10379,Natsume Yuujinchou San,Fantasy,TV,13,8.67,102322,9
10379,Natsume Yuujinchou San,Shoujo,TV,13,8.67,102322,31
10379,Natsume Yuujinchou San,Slice of Life,TV,13,8.67,102322,35
10379,Natsume Yuujinchou San,Supernatural,TV,13,8.67,102322,39
22135,Ping Pong The Animation,Psychological,TV,11,8.67,97187,25
22135,Ping Pong The Animation,Seinen,TV,11,8.67,97187,30
22135,Ping Pong The Animation,Sports,TV,11,8.67,97187,37
21329,Mushishi Special: Hihamukage,Adventure,Special,1,8.66,49036,2
21329,Mushishi Special: Hihamukage,Fantasy,Special,1,8.66,49036,9
21329,Mushishi Special: Hihamukage,Historical,Special,1,8.66,49036,13
21329,Mushishi Special: Hihamukage,Mystery,Special,1,8.66,49036,22
21329,Mushishi Special: Hihamukage,Seinen,Special,1,8.66,49036,30
21329,Mushishi Special: Hihamukage,Slice of Life,Special,1,8.66,49036,35
21329,Mushishi Special: Hihamukage,Supernatural,Special,1,8.66,49036,39
31043,Boku dake ga Inai Machi,Mystery,TV,12,8.65,402381,22
31043,Boku dake ga Inai Machi,Psychological,TV,12,8.65,402381,25
31043,Boku dake ga Inai Machi,Seinen,TV,12,8.65,402381,30
31043,Boku dake ga Inai Machi,Supernatural,TV,12,8.65,402381,39
7785,Yojouhan Shinwa Taikei,Mystery,TV,11,8.65,122531,22
7785,Yojouhan Shinwa Taikei,Psychological,TV,11,8.65,122531,25
7785,Yojouhan Shinwa Taikei,Romance,TV,11,8.65,122531,26
3297,Aria The Origination,Fantasy,TV,13,8.64,56162,9
3297,Aria The Origination,Sci-Fi,TV,13,8.64,56162,29
3297,Aria The Origination,Shounen,TV,13,8.64,56162,33
3297,Aria The Origination,Slice of Life,TV,13,8.64,56162,35
30709,Kamisama Hajimemashita: Kako-hen,Comedy,OVA,4,8.64,33422,4
30709,Kamisama Hajimemashita: Kako-hen,Demons,OVA,4,8.64,33422,6
30709,Kamisama Hajimemashita: Kako-hen,Fantasy,OVA,4,8.64,33422,9
30709,Kamisama Hajimemashita: Kako-hen,Shoujo,OVA,4,8.64,33422,31
30709,Kamisama Hajimemashita: Kako-hen,Supernatural,OVA,4,8.64,33422,39
6114,Rainbow: Nisha Rokubou no Shichinin,Drama,TV,26,8.64,139474,7
6114,Rainbow: Nisha Rokubou no Shichinin,Historical,TV,26,8.64,139474,13
6114,Rainbow: Nisha Rokubou no Shichinin,Seinen,TV,26,8.64,139474,30
6114,Rainbow: Nisha Rokubou no Shichinin,Thriller,TV,26,8.64,139474,40
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Drama,TV,25,8.64,355839,7
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Fantasy,TV,25,8.64,355839,9
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Psychological,TV,25,8.64,355839,25
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Thriller,TV,25,8.64,355839,40
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Action,Movie,1,8.64,82253,1
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Mecha,Movie,1,8.64,82253,19
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Sci-Fi,Movie,1,8.64,82253,29
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Space,Movie,1,8.64,82253,36
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Super Power,Movie,1,8.64,82253,38
5300,Zoku Natsume Yuujinchou,Drama,TV,13,8.64,114173,7
5300,Zoku Natsume Yuujinchou,Fantasy,TV,13,8.64,114173,9
5300,Zoku Natsume Yuujinchou,Shoujo,TV,13,8.64,114173,31
5300,Zoku Natsume Yuujinchou,Slice of Life,TV,13,8.64,114173,35
5300,Zoku Natsume Yuujinchou,Supernatural,TV,13,8.64,114173,39
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Drama,TV,11,8.62,463835,7
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Slice of Life,TV,11,8.62,463835,35
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Supernatural,TV,11,8.62,463835,39
24415,Kuroko no Basket 3rd Season,Comedy,TV,25,8.62,184525,4
24415,Kuroko no Basket 3rd Season,School,TV,25,8.62,184525,28
24415,Kuroko no Basket 3rd Season,Shounen,TV,25,8.62,184525,33
24415,Kuroko no Basket 3rd Season,Sports,TV,25,8.62,184525,37
11577,Steins'Gate Movie: Fuka Ryouiki no Déjà vu,Sci-Fi,Movie,1,8.61,192424,29
11577,Steins'Gate Movie: Fuka Ryouiki no Déjà vu,Thriller,Movie,1,8.61,192424,40
10408,Hotarubi no Mori e,Drama,Movie,1,8.61,197439,7
10408,Hotarubi no Mori e,Romance,Movie,1,8.61,197439,26
10408,Hotarubi no Mori e,Shoujo,Movie,1,8.61,197439,31
10408,Hotarubi no Mori e,Supernatural,Movie,1,8.61,197439,39
28171,Shokugeki no Souma,Ecchi,TV,24,8.61,348951,8
28171,Shokugeki no Souma,School,TV,24,8.61,348951,28
28171,Shokugeki no Souma,Shounen,TV,24,8.61,348951,33
32995,Yuri!!! on Ice,Comedy,TV,12,8.61,103178,4
32995,Yuri!!! on Ice,Sports,TV,12,8.61,103178,37
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Action,Movie,2,8.6,11104,1
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Comedy,Movie,2,8.6,11104,4
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Historical,Movie,2,8.6,11104,13
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Parody,Movie,2,8.6,11104,23
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Samurai,Movie,2,8.6,11104,27
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Sci-Fi,Movie,2,8.6,11104,29
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Shounen,Movie,2,8.6,11104,33
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Action,TV,24,8.6,93657,1
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Adventure,TV,24,8.6,93657,2
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Drama,TV,24,8.6,93657,7
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Shounen,TV,24,8.6,93657,33
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Supernatural,TV,24,8.6,93657,39
7472,Gintama Movie: Shinyaku Benizakura-hen,Action,Movie,1,8.59,51185,1
7472,Gintama Movie: Shinyaku Benizakura-hen,Comedy,Movie,1,8.59,51185,4
7472,Gintama Movie: Shinyaku Benizakura-hen,Historical,Movie,1,8.59,51185,13
7472,Gintama Movie: Shinyaku Benizakura-hen,Parody,Movie,1,8.59,51185,23
7472,Gintama Movie: Shinyaku Benizakura-hen,Samurai,Movie,1,8.59,51185,27
7472,Gintama Movie: Shinyaku Benizakura-hen,Sci-Fi,Movie,1,8.59,51185,29
7472,Gintama Movie: Shinyaku Benizakura-hen,Shounen,Movie,1,8.59,51185,33
777,Hellsing Ultimate,Action,OVA,10,8.59,297454,1
777,Hellsing Ultimate,Horror,OVA,10,8.59,297454,14
777,Hellsing Ultimate,Military,OVA,10,8.59,297454,20
777,Hellsing Ultimate,Seinen,OVA,10,8.59,297454,30
777,Hellsing Ultimate,Supernatural,OVA,10,8.59,297454,39
777,Hellsing Ultimate,Vampire,OVA,10,8.59,297454,41
22535,Kiseijuu: Sei no Kakuritsu,Action,TV,24,8.59,425457,1
22535,Kiseijuu: Sei no Kakuritsu,Drama,TV,24,8.59,425457,7
22535,Kiseijuu: Sei no Kakuritsu,Horror,TV,24,8.59,425457,14
22535,Kiseijuu: Sei no Kakuritsu,Psychological,TV,24,8.59,425457,25
22535,Kiseijuu: Sei no Kakuritsu,Sci-Fi,TV,24,8.59,425457,29
22535,Kiseijuu: Sei no Kakuritsu,Seinen,TV,24,8.59,425457,30
28735,Shouwa Genroku Rakugo Shinjuu,Drama,TV,13,8.59,71295,7
28735,Shouwa Genroku Rakugo Shinjuu,Historical,TV,13,8.59,71295,13
28735,Shouwa Genroku Rakugo Shinjuu,Josei,TV,13,8.59,71295,15
12431,Uchuu Kyoudai,Comedy,TV,99,8.59,72958,4
12431,Uchuu Kyoudai,Sci-Fi,TV,99,8.59,72958,29
12431,Uchuu Kyoudai,Seinen,TV,99,8.59,72958,30
12431,Uchuu Kyoudai,Slice of Life,TV,99,8.59,72958,35
12431,Uchuu Kyoudai,Space,TV,99,8.59,72958,36
28805,Bakemono no Ko,Adventure,Movie,1,8.58,80825,2
28805,Bakemono no Ko,Supernatural,Movie,1,8.58,80825,39
578,Hotaru no Haka,Drama,Movie,1,8.58,174878,7
578,Hotaru no Haka,Historical,Movie,1,8.58,174878,13
16894,Kuroko no Basket 2nd Season,Comedy,TV,25,8.58,243325,4
16894,Kuroko no Basket 2nd Season,School,TV,25,8.58,243325,28
16894,Kuroko no Basket 2nd Season,Shounen,TV,25,8.58,243325,33
16894,Kuroko no Basket 2nd Season,Sports,TV,25,8.58,243325,37
5028,Major S5,Comedy,TV,25,8.58,28653,4
5028,Major S5,Drama,TV,25,8.58,28653,7
5028,Major S5,Romance,TV,25,8.58,28653,26
5028,Major S5,Sports,TV,25,8.58,28653,37
21,One Piece,Action,TV,Unknown,8.58,504862,1
21,One Piece,Adventure,TV,Unknown,8.58,504862,2
21,One Piece,Comedy,TV,Unknown,8.58,504862,4
21,One Piece,Drama,TV,Unknown,8.58,504862,7
21,One Piece,Fantasy,TV,Unknown,8.58,504862,9
21,One Piece,Shounen,TV,Unknown,8.58,504862,33
21,One Piece,Super Power,TV,Unknown,8.58,504862,38
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Action,TV,26,8.57,113993,1
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Mecha,TV,26,8.57,113993,19
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Military,TV,26,8.57,113993,20
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Mystery,TV,26,8.57,113993,22
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Police,TV,26,8.57,113993,24
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Sci-Fi,TV,26,8.57,113993,29
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Seinen,TV,26,8.57,113993,30
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Action,TV,39,8.57,74074,1
